^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CC^|^524111^|^133^|^A^|^0^|^0^|^^|^0^|^01^|^^|^1^|^1^|^Penilaian Angka Kredit^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^0^|^0^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CC^|^524111^|^133^|^A^|^0^|^0^|^^|^0^|^01^|^^|^^|^2^|^Penilaian Angka Kredit Terpusat^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^2^|^KEG^|^14650000^|^29300000^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^879000^|^1465000^|^2051000^|^2344000^|^2344000^|^2637000^|^2930000^|^2930000^|^2930000^|^2930000^|^2930000^|^2930000^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CC^|^524111^|^133^|^A^|^0^|^0^|^^|^0^|^01^|^01^|^2^|^3^|^Pemrosesan Kenaikan Pangkat^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^0^|^0^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CC^|^524111^|^133^|^A^|^0^|^0^|^^|^0^|^01^|^01^|^^|^4^|^Pemrosesan Kenaikan Pangkat Terpadu^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^2^|^KEG^|^14650000^|^29300000^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^879000^|^1465000^|^2051000^|^2344000^|^2344000^|^2637000^|^2930000^|^2930000^|^2930000^|^2930000^|^2930000^|^2930000^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CD^|^521131^|^133^|^A^|^0^|^0^|^^|^0^|^^|^^|^^|^1^|^Lisensi Video Conference^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^60^|^PAKET^|^250000^|^15000000^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^450000^|^750000^|^1050000^|^1200000^|^1200000^|^1350000^|^1500000^|^1500000^|^1500000^|^1500000^|^1500000^|^1500000^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CD^|^524111^|^133^|^A^|^0^|^0^|^^|^0^|^01^|^^|^1^|^1^|^Pembinaan dan Pengelolaan Layanan^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^0^|^0^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CD^|^524111^|^133^|^A^|^0^|^0^|^^|^0^|^01^|^^|^^|^2^|^Pembinaan dan Pengelolaan Layanan Kehumasan^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^3^|^KEG^|^5818000^|^17454000^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^523620^|^872700^|^1221780^|^1396320^|^1396320^|^1570860^|^1745400^|^1745400^|^1745400^|^1745400^|^1745400^|^1745400^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CE^|^521111^|^133^|^A^|^0^|^0^|^^|^0^|^^|^^|^^|^1^|^Biaya Cetak, Penggandaan, Penjilidan ATK Deputi 1^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^10^|^PAKET^|^2635100^|^26351000^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^790530^|^1317550^|^1844570^|^2108080^|^2108080^|^2371590^|^2635100^|^2635100^|^2635100^|^2635100^|^2635100^|^2635100^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CE^|^521111^|^133^|^A^|^0^|^0^|^^|^0^|^^|^^|^^|^2^|^Pembelian Air Minum^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^12^|^BULAN^|^3000000^|^36000000^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^1080000^|^1800000^|^2520000^|^2880000^|^2880000^|^3240000^|^3600000^|^3600000^|^3600000^|^3600000^|^3600000^|^3600000^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CE^|^521111^|^133^|^A^|^0^|^0^|^^|^0^|^^|^^|^^|^3^|^Makan Rapat Biasa D.K.I.  JAKARTA^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^1040^|^OK^|^53000^|^55120000^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^1653600^|^2756000^|^3858400^|^4409600^|^4409600^|^4960800^|^5512000^|^5512000^|^5512000^|^5512000^|^5512000^|^5512000^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CE^|^521111^|^133^|^A^|^0^|^0^|^^|^0^|^^|^^|^^|^4^|^Snack Rapat Biasa D.K.I.  JAKARTA^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^1040^|^OK^|^22000^|^22880000^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^686400^|^1144000^|^1601600^|^1830400^|^1830400^|^2059200^|^2288000^|^2288000^|^2288000^|^2288000^|^2288000^|^2288000^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CE^|^522151^|^133^|^A^|^0^|^0^|^^|^0^|^^|^^|^^|^1^|^Honorarium Narasumber (Pejabat Eselon II)^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^5^|^OJ^|^1000000^|^5000000^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^150000^|^250000^|^350000^|^400000^|^400000^|^450000^|^500000^|^500000^|^500000^|^500000^|^500000^|^500000^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CE^|^524111^|^133^|^A^|^0^|^0^|^^|^0^|^01^|^^|^1^|^1^|^BMN Deputi 1^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^0^|^0^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CE^|^524111^|^133^|^A^|^0^|^0^|^^|^0^|^01^|^^|^^|^2^|^Pengelolaan BMN Deputi 1^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^2^|^KEG^|^13650000^|^27300000^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^819000^|^1365000^|^1911000^|^2184000^|^2184000^|^2457000^|^2730000^|^2730000^|^2730000^|^2730000^|^2730000^|^2730000^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CE^|^524111^|^133^|^A^|^0^|^0^|^^|^0^|^02^|^^|^1^|^3^|^Monitoring dan Evaluasi Hasil Pengawasan^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^0^|^0^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CE^|^524111^|^133^|^A^|^0^|^0^|^^|^0^|^02^|^^|^^|^4^|^Monitoring dan Evaluasi Hasil Pengawasan Deputi 1^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^15^|^KEG^|^13650000^|^204750000^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^6142500^|^10237500^|^14332500^|^16380000^|^16380000^|^18427500^|^20475000^|^20475000^|^20475000^|^20475000^|^20475000^|^20475000^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CE^|^524111^|^133^|^A^|^0^|^0^|^^|^0^|^03^|^^|^1^|^5^|^Arsip Deputi 1^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^0^|^0^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CE^|^524111^|^133^|^A^|^0^|^0^|^^|^0^|^03^|^^|^^|^6^|^Pengelolaan Arsip Deputi 1^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^5^|^KEG^|^13650000^|^68250000^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^2047500^|^3412500^|^4777500^|^5460000^|^5460000^|^6142500^|^6825000^|^6825000^|^6825000^|^6825000^|^6825000^|^6825000^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CE^|^524113^|^133^|^A^|^0^|^0^|^^|^0^|^^|^^|^^|^1^|^Uang Transport Kegiatan Dalam Kabupaten/Kota Pergi Pulang (PP)^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^100^|^OK^|^150000^|^15000000^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^450000^|^750000^|^1050000^|^1200000^|^1200000^|^1350000^|^1500000^|^1500000^|^1500000^|^1500000^|^1500000^|^1500000^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3676^|^EBA^|^01^|^55^|^1^|^994^|^002^|^CE^|^524114^|^133^|^A^|^0^|^0^|^^|^0^|^^|^^|^^|^1^|^Rapat Kerja Deputi 1^|^0^|^^|^0^|^^|^0^|^^|^0^|^^|^1^|^KEG^|^16850000^|^16850000^|^^|^0^|^0^|^0^|^^|^0^|^0^|^0^|^0^|^^|^^|^^|^0^|^0^|^^|^^|^^|^0^|^505500^|^842500^|^1179500^|^1348000^|^1348000^|^1516500^|^1685000^|^1685000^|^1685000^|^1685000^|^1685000^|^1685000^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^|^^
