^2022^|^01^|^450491^|^089^|^01^|^WA^|^3669^|^EBB^|^00^|^01^|^55^|^1^|^971^|^054^|^ A^|^533111^|^133^|^A^|^0^|^0^|^^|^0^|^Pembangunan Gedung Arsip 185 m2^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3669^|^TBB^|^00^|^01^|^55^|^1^|^955^|^055^|^ A^|^533111^|^133^|^A^|^0^|^0^|^^|^0^|^PLTS Atap^|^^|^^|^^|^^
