^2022^|^01^|^450491^|^089^|^01^|^WA^|^3669^|^1^|^2130763000^|^1^|^53^|^0^|^112122300^|^101661000^|^556979700^|^480000000^|^880000000^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^5.26^|^4.77^|^26.14^|^22.53^|^41.3^|^0^|^0^|^0^|^0^|^0^|^0^|^0^|^1^|^1^|^1^|^1^|^1^|^0^|^0^|^0^|^0^|^0^|^0^|^^|^^|^^|^^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^5237^|^1^|^105280000000^|^1^|^53^|^0^|^0^|^790189448^|^790190415^|^790190415^|^790190415^|^790190415^|^790190415^|^790190415^|^790190415^|^790190415^|^98168287232^|^0^|^0^|^0.75^|^0.75^|^0.75^|^0.75^|^0.75^|^0.75^|^0.75^|^0.75^|^0.75^|^93.24^|^0^|^0^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^^|^^|^^|^^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4210^|^1^|^3703850000^|^1^|^52^|^308638000^|^308638000^|^308638000^|^308638000^|^308638000^|^308638000^|^308638000^|^308638000^|^308638000^|^308638000^|^308638000^|^308832000^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.34^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^^|^^|^^|^^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3669^|^1^|^38154980000^|^1^|^52^|^0^|^14666200^|^3815498000^|^3815498000^|^3815498000^|^3815498000^|^3815498000^|^3815498000^|^3815498000^|^3815498000^|^3815498000^|^3800831800^|^0^|^0.04^|^10^|^10^|^10^|^10^|^10^|^10^|^10^|^10^|^10^|^9.96^|^0^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^^|^^|^^|^^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4209^|^1^|^3080920000^|^1^|^52^|^256742000^|^256742000^|^256742000^|^256742000^|^256742000^|^256742000^|^256742000^|^256742000^|^256742000^|^256742000^|^256742000^|^256758000^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^^|^^|^^|^^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4226^|^1^|^1935430000^|^1^|^52^|^159609000^|^159609000^|^162109000^|^162109000^|^162109000^|^162109000^|^162109000^|^162109000^|^162109000^|^162109000^|^159609000^|^159731000^|^8.25^|^8.25^|^8.38^|^8.38^|^8.38^|^8.38^|^8.38^|^8.38^|^8.38^|^8.38^|^8.25^|^8.25^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^^|^^|^^|^^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4212^|^1^|^3036730000^|^1^|^52^|^207420802^|^212420802^|^242327820^|^248346736^|^258346735^|^258346735^|^258346735^|^258346735^|^263346736^|^263346736^|^263346736^|^302786692^|^6.83^|^7^|^7.98^|^8.18^|^8.51^|^8.51^|^8.51^|^8.51^|^8.67^|^8.67^|^8.67^|^9.97^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^^|^^|^^|^^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4211^|^1^|^1635350000^|^1^|^52^|^136272000^|^136272000^|^136272000^|^136272000^|^136272000^|^136272000^|^136272000^|^136272000^|^136272000^|^136272000^|^136272000^|^136358000^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.34^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^^|^^|^^|^^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3667^|^1^|^15836179000^|^1^|^52^|^196075000^|^1542241900^|^1574211900^|^1542241900^|^1542241900^|^185424000^|^1542241900^|^1542241900^|^1542241900^|^1542241900^|^1542241900^|^1542532900^|^1.24^|^9.74^|^9.94^|^9.74^|^9.74^|^1.17^|^9.74^|^9.74^|^9.74^|^9.74^|^9.74^|^9.74^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^^|^^|^^|^^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4216^|^1^|^2094630000^|^1^|^52^|^199933000^|^199933000^|^199933000^|^199933000^|^199933000^|^199933000^|^162000000^|^162000000^|^162000000^|^162000000^|^162000000^|^85032000^|^9.55^|^9.55^|^9.55^|^9.55^|^9.55^|^9.55^|^7.73^|^7.73^|^7.73^|^7.73^|^7.73^|^4.06^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^^|^^|^^|^^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4217^|^1^|^1488000000^|^1^|^52^|^44640000^|^74400000^|^104160000^|^119040000^|^119040000^|^133920000^|^148800000^|^148800000^|^148800000^|^148800000^|^148800000^|^148800000^|^3^|^5^|^7^|^8^|^8^|^9^|^10^|^10^|^10^|^10^|^10^|^10^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^^|^^|^^|^^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4228^|^1^|^1224800000^|^1^|^52^|^90561000^|^90561000^|^107816000^|^107816000^|^107816000^|^107816000^|^107816000^|^107816000^|^107816000^|^107816000^|^90561000^|^90589000^|^7.39^|^7.39^|^8.8^|^8.8^|^8.8^|^8.8^|^8.8^|^8.8^|^8.8^|^8.8^|^7.39^|^7.4^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^^|^^|^^|^^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4215^|^1^|^3133890000^|^1^|^52^|^264882000^|^264882000^|^264882000^|^264882000^|^264882000^|^264882000^|^287172000^|^224352000^|^258250000^|^258250000^|^258250000^|^258324000^|^8.45^|^8.45^|^8.45^|^8.45^|^8.45^|^8.45^|^9.16^|^7.16^|^8.24^|^8.24^|^8.24^|^8.24^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^^|^^|^^|^^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4222^|^1^|^1730640000^|^1^|^52^|^74001094^|^138346735^|^226698405^|^153570468^|^107997558^|^153838081^|^172626217^|^142751415^|^161688026^|^155364039^|^135180274^|^108577688^|^4.28^|^7.99^|^13.1^|^8.87^|^6.24^|^8.89^|^9.97^|^8.25^|^9.34^|^8.98^|^7.81^|^6.27^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^^|^^|^^|^^|^^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3667^|^1^|^393840000^|^6^|^425131^|^32820000^|^32820000^|^32820000^|^32820000^|^32820000^|^32820000^|^32820000^|^32820000^|^32820000^|^32820000^|^32820000^|^32820000^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^8.33^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^1^|^^|^^|^^|^^|^^|^^|^^|^^
